382.0,16002.22,15578.06,-0.21,3.08,23.511
384.0,16066.67,15641.67,-0.67,2.99,23.178
386.0,16131.11,15705.28,-0.4,3.14,23.728
388.0,16195.56,15768.89,-0.59,2.89,22.796
390.0,16260.0,15832.5,-0.46,3.13,23.692
392.0,16324.44,15896.11,-0.43,3.25,24.115
394.0,16388.89,15959.72,-0.56,3.18,23.87
396.0,16453.33,16023.33,-0.45,3.18,23.87
398.0,16517.78,16086.94,-0.4,2.96,23.065
400.0,16582.22,16150.56,-0.62,2.89,22.796
402.0,16646.67,16214.17,-0.51,2.89,22.796
404.0,16711.11,16277.78,-0.93,3.16,23.8
406.0,16775.55,16341.39,-0.48,3.32,24.354
408.0,16840.0,16405.0,-0.68,3.15,23.764
410.0,16904.45,16468.61,-0.59,3.16,23.8
412.0,16968.89,16532.22,-0.84,3.09,23.548
414.0,17033.33,16595.83,-0.35,3.28,24.218
416.0,17097.78,16659.45,-0.44,2.96,23.065
418.0,17162.22,16723.05,-0.58,3.14,23.728
420.0,17226.67,16786.67,-0.74,3.05,23.401
422.0,17291.11,16850.28,-0.48,3.15,23.764
424.0,17355.55,16913.89,-0.67,3.16,23.8
426.0,17420.0,16977.5,-0.76,nan,23.62
428.0,17484.45,17041.11,-0.56,3.07,23.475
430.0,17548.89,17104.72,-0.39,3.05,23.401
432.0,17613.33,17168.33,-0.57,3.05,23.401
434.0,17677.78,17231.95,-0.6,3.09,23.548
436.0,17742.22,17295.55,-0.57,3.01,23.253
438.0,17806.67,17359.17,-0.44,3.0,23.216
440.0,17871.11,17422.78,-0.39,3.22,24.011
442.0,17935.55,17486.39,-0.74,3.06,23.438
444.0,18000.0,17550.0,-0.29,2.87,22.718
446.0,18064.45,17613.61,-0.22,2.67,21.906
448.0,18128.89,17677.22,-0.65,3.07,23.475
450.0,18193.33,nan,-0.42,2.94,22.989
