4.0,1910.0,30.0,4.0,OS-45820
34.0,2890.0,35.0,4.0,OS-39785
66.0,4800.0,35.0,4.0,OS-45821
96.0,6860.0,45.0,4.0,OS-39786
121.0,8420.0,45.0,2.0,OS-39858
145.0,9030.0,65.0,2.0,OS-39859
175.0,10500.0,60.0,2.0,OS-39860
205.0,10800.0,65.0,2.0,OS-39861
224.0,10850.0,45.0,4.0,OS-45822
259.0,11450.0,70.0,2.0,OS-39862
288.0,12200.0,50.0,4.0,OS-45823
322.0,12850.0,60.0,4.0,OS-39863
348.0,13300.0,55.0,4.0,OS-45824
372.0,13650.0,75.0,4.0,OS-39864
444.0,15200.0,90.0,4.0,OS-39865
