dataset name,compilation name,archiveType,predicted archiveType,TSid,variableType,variableName,predicted proxyObsType,remainder(variableName),proxyObservationType,final proxyValue,proxyValue from,units,interpretation/variable,interpretation/variableDetail
ODP1098B.Shevenell.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTOQEOF9ML,measured,core sample,NA,NA,NA,core sample,3,NA,NA,NA
ODP1098B.Shevenell.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT4KJFX5M9,measured,carbon source,NA,NA,NA,carbon source,3,NA,NA,NA
ODP1098B.Shevenell.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTAW0MZS4F,measured,uncorrected radiocarbon age,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,Age,calendar
ODP1098B.Shevenell.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTC9KM2SH4,measured,uncorrected radiocarbon age uncertainty,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,NA,NA
ODP1098B.Shevenell.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT46NJMZWE,measured,toc,NA,NA,TotalOrganicCarbon,TotalOrganicCarbon,1,percent,NA,NA
ODP1098B.Shevenell.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTTV3KPX0M,measured,d13c,d13C,NA,D13C,d13C,1,per mil,NA,NA
ME0005A-43JC.Benway.2006.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTGISTLO5B,measured,lab code,NA,NA,NA,lab code,3,NA,NA,NA
ME0005A-43JC.Benway.2006.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTO1QT8GZS,measured,d14c,NA,NA,Radiocarbon,Radiocarbon,1,per mil,NA,NA
ME0005A-43JC.Benway.2006.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTHV3B8K2S,measured,age14c,NA,NA,Radiocarbon,Radiocarbon,1,kyr,Age,calendar
ME0005A-43JC.Benway.2006.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTSXS52IIL,measured,age14cuncertainty,NA,NA,Radiocarbon,Radiocarbon,1,kyr,NA,NA
ME0005A-43JC.Benway.2006.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTE6UGXY14,measured,age14cmin,NA,NA,Radiocarbon,Radiocarbon,1,kyr,NA,NA
ME0005A-43JC.Benway.2006.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTJEEWCC4S,measured,age14cmax,NA,NA,Radiocarbon,Radiocarbon,1,kyr,NA,NA
ME0005A-43JC.Benway.2006.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTTCQGQZCD,measured,comment,NA,NA,NA,comment,3,NA,NA,NA
MD98-2170.Stott.2004.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTNM4T7V8C,measured,labcode,NA,NA,NA,labcode,3,NA,NA,NA
MD98-2170.Stott.2004.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTDRRNWRQ2,measured,age14c,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,Age,Calendar
MD98-2170.Stott.2004.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTQWZMVGPR,measured,age14cuncertainty,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,NA,NA
MD01-2378.Xu.2008.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTWV45UZ7H,measured,lab label,NA,NA,NA,lab label,3,NA,NA,NA
MD01-2378.Xu.2008.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTCPM2GBVZ,measured,c mass,NA,NA,C,C,1,mg,NA,NA
MD01-2378.Xu.2008.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTP9F3FB51,measured,age14c,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,Age,calendar
MD01-2378.Xu.2008.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT8QRXXH0K,measured,age14cuncertainty,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,NA,NA
Ocn-JacafFjord.Sepúlveda.2009.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTJM9EGCXJ,measured,labId,NA,NA,NA,labId,3,NA,NA,NA
Ocn-JacafFjord.Sepúlveda.2009.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTF9J259FJ,measured,datedMaterial,NA,NA,NA,datedMaterial,3,NA,NA,NA
Ocn-JacafFjord.Sepúlveda.2009.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTNK2JTYV1,measured,depth_bot,NA,NA,NA,depth_bot,3,NA,NA,NA
Ocn-JacafFjord.Sepúlveda.2009.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT8C537UG7,measured,depth_top,depth top,NA,NA,depth top,2,NA,NA,NA
Ocn-JacafFjord.Sepúlveda.2009.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT9WS9CCPZ,measured,age14c,NA,NA,NA,age14c,3,NA,NA,NA
Ocn-JacafFjord.Sepúlveda.2009.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTLZ9JHCLY,measured,age_error,NA,NA,NA,age_error,3,NA,NA,NA
Ocn-JacafFjord.Sepúlveda.2009.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTFN9MTPZN,measured,calibratedAge,Age,calibrated,NA,Age,2,NA,NA,NA
Ocn-JacafFjord.Sepúlveda.2009.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTDABBUH4R,measured,x2,NA,NA,NA,x2,3,NA,NA,NA
Ocn-JacafFjord.Sepúlveda.2009.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTYB33GDYJ,measured,cal_age_range_old,NA,NA,NA,cal_age_range_old,3,NA,NA,NA
Ocn-JacafFjord.Sepúlveda.2009.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT6AQ0F0MW,measured,cal_age_range_young,NA,NA,NA,cal_age_range_young,3,NA,NA,NA
Ocn-JacafFjord.Sepúlveda.2009.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTUPVAQUYO,measured,thickness,Thickness,NA,NA,Thickness,2,NA,NA,NA
Ocn-JacafFjord.Sepúlveda.2009.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT34MWI41N,measured,notes,Notes,NA,NA,Notes,2,NA,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTAG585PCP,measured,sample,NA,NA,NA,sample,3,NA,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTPWNO1958,measured,distance,Distance,NA,NA,Distance,2,mm,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYT80X5JHNU,measured,238u,238U,NA,238U,238U,1,ppb,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYT7RU5XSJM,measured,238u_uncertainty,NA,NA,NA,238u_uncertainty,3,ppb,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTEIMJSI2P,measured,232th,232Th,NA,232Th,232Th,1,ppt,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTO7EXSCDK,measured,232th_uncertainty,NA,NA,NA,232th_uncertainty,3,ppt,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTFKGAFSXQ,measured,230th/232th,230Th/232Th,NA,230Th/232Th,230Th/232Th,1,atomicx10-6,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTEBUFTPNR,measured,230th/232th_uncertainty,NA,NA,NA,230th/232th_uncertainty,3,atomicx10-6,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTN6SEYDS6,measured,d234u,d234U,NA,D234U,d234U,1,NA,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTNQN1OXVJ,measured,d234u_uncertainty,NA,NA,NA,d234u_uncertainty,3,NA,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTYZPX5IVT,measured,230th/238u,NA,NA,230Th/238U,230Th/238U,1,activity,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTZNPGCPUP,measured,230th/238u_uncertainty,NA,NA,NA,230th/238u_uncertainty,3,activity,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTAONE42FD,measured,230th_age_uncorrected,NA,NA,230Th Age uncorrected,230Th Age uncorrected,1,ka,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTOR1FEUWA,measured,230th_age_uncorrected_uncertainty,NA,NA,NA,230th_age_uncorrected_uncertainty,3,ka,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTX6YV71WP,measured,230th_age_corrected,NA,NA,230Th Age corrected,230Th Age corrected,1,kaBP,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTJJCTWXIF,measured,230th_age_corrected_uncertainty,NA,NA,NA,230th_age_corrected_uncertainty,3,kaBP,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTIW6XN863,measured,d234u_initial,NA,NA,D234U initial,d234U initial,1,NA,NA,NA
Kesang.Cheng.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTPO3VEDY0,measured,d234u_initial_uncertainty,NA,NA,NA,d234u_initial_uncertainty,3,NA,NA,NA
SK168-GC1.Gebregiorgis.2016.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTWC589FIZ,measured,thickness,Thickness,NA,NA,Thickness,2,cm,NA,NA
SK168-GC1.Gebregiorgis.2016.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTUMS1X0I2,measured,material,NA,NA,NA,material,3,NA,NA,NA
SK168-GC1.Gebregiorgis.2016.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTBD8XO4ZQ,measured,lab number,NA,NA,NA,lab number,3,NA,NA,NA
SK168-GC1.Gebregiorgis.2016.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT9UOA1K9Z,measured,radiocarbonage,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,Age,calendar
SK168-GC1.Gebregiorgis.2016.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTHN6DPI01,measured,radiocarbonage uncertainty,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,NA,NA
KNR195-5_CDH26.Bova.2015.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTBTR8HLPV,measured,lab code,NA,NA,NA,lab code,3,NA,NA,NA
KNR195-5_CDH26.Bova.2015.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTKD5MI73N,measured,top depth,NA,NA,NA,top depth,3,cm,NA,NA
KNR195-5_CDH26.Bova.2015.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTAZS10IKI,measured,bottom depth,NA,NA,NA,bottom depth,3,cm,NA,NA
KNR195-5_CDH26.Bova.2015.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTG61BZH6G,measured,middepth,NA,NA,NA,middepth,3,cm,NA,NA
KNR195-5_CDH26.Bova.2015.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTS9Q3I7QP,measured,age14c,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,Age,calendar
KNR195-5_CDH26.Bova.2015.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTGP1S01BV,measured,age14cuncertainty,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,NA,NA
KNR-159-5_78GGC.Lacerra.2017.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTNDYRQDIW,measured,14c age,NA,NA,Radiocarbon,Radiocarbon,1,yrs,Age,calendar
KNR-159-5_78GGC.Lacerra.2017.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTSIKIQBMA,measured,1 sigma error 14c age,NA,NA,Radiocarbon,Radiocarbon,1,yrs,NA,NA
KNR-159-5_78GGC.Lacerra.2017.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT9P74FAVP,measured,comments,NA,NA,NA,comments,3,NaN,NA,NA
Arc-VøringPlateau.Berner.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTXJYE2XE2,measured,labID,NA,NA,NA,labID,3,unitless,NA,NA
Arc-VøringPlateau.Berner.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT72ZRS45I,measured,ageUncertainty,NA,NA,NA,ageUncertainty,3,cal yr,NA,NA
Arc-VøringPlateau.Berner.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTD4JXMK6A,measured,deltaR,NA,NA,NA,deltaR,3,14C yr,NA,NA
Arc-VøringPlateau.Berner.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT9JEI1ZFC,measured,deltaRUncertainty,NA,NA,NA,deltaRUncertainty,3,14C yr,NA,NA
Arc-VøringPlateau.Berner.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT3NKRJMYG,measured,age14C,C,age14,NA,C,2,14C yr,NA,NA
Arc-VøringPlateau.Berner.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTI8GGSO25,measured,age14CUncertainty,NA,NA,NA,age14CUncertainty,3,14C yr,NA,NA
