27.5623,1980.0
27.3648,1974.0625
27.6094,1968.1875
27.5759,1962.3125
27.6686,1956.4375
27.6323,1950.5625
27.7586,1944.6875
27.35,1938.8125
27.5192,1932.9375
27.4294,1926.875
27.4733,1917.5
27.2084,1905.0
27.1694,1892.5
27.0917,1880.0
27.3388,1867.5
27.269,1855.0
27.0705,1830.0
27.1191,1805.0
27.1816,1775.75
27.3882,1746.5
27.2856,1717.25
27.1576,1688.0
27.5177,1661.5
27.3932,1635.0
27.2859,1608.5
27.2768,1582.0
27.0393,1560.75
27.3704,1539.5
27.0824,1518.25
27.3684,1497.0
27.4065,1475.5
27.3792,1454.0
27.3703,1432.5
27.1222,1411.0
27.3473,1393.0
27.0843,1375.0
27.1918,1360.0
27.3783,1345.0
27.4044,1330.75
27.1983,1316.5
27.4671,1302.25
26.8298,1288.0
27.0959,1274.0
27.0568,1260.0
27.2955,1246.0
27.3678,1232.0
27.0901,1219.0
27.3566,1213.3333
26.7173,1207.6667
27.3938,1202.0
27.1999,1196.25
27.0425,1190.5
27.0241,1184.75
27.3877,1179.0
26.789,1173.5
26.7266,1168.0
26.9048,1153.5
27.3833,1139.0
26.9772,1125.25
26.8221,1111.5
27.2763,1097.75
27.2026,1084.0
27.409,1072.0
27.5793,1060.0
27.5248,1048.0
27.3749,1036.0
27.6475,1015.75
27.589,995.5
27.5555,975.25
27.3007,955.0
27.532,933.75
27.4439,912.5
27.482,891.25
27.4243,870.0
27.5096,849.5
27.6444,829.0
27.5952,799.5
27.2121,770.0
27.4828,734.5
27.4557,699.0
27.7231,663.5
27.7111,628.0
27.2882,595.5
27.5551,563.0
27.4702,530.5
27.3898,498.0
27.181,473.0
27.4942,448.0
27.4135,423.0
27.6685,398.0
27.7183,371.5
27.8932,345.0
27.2488,318.5
27.6268,292.0
27.4218,266.5
27.3314,241.0
27.2001,231.0
27.4964,221.0
27.2514,209.75
27.4087,198.5
27.7,187.25
27.3759,176.0
27.2687,164.75
27.3712,153.5
27.2591,142.25
27.4489,131.0
