coordinates,publication,filename,authorName,archiveType,variableType,description,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
"[-118.3, 52.7, 1850]",PAGES2kv2,NAm-Bennington.Luckman.2013.lpd,Donald K. Youngblut,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.3, 52.7, 1850]",PAGES2kv2,NAm-Bennington.Luckman.2013.lpd,Brian H. Luckman,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.3, 52.7, 1850]",PAGES2kv2,NAm-Bennington.Luckman.2013.lpd,Donald K. Youngblut,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.3, 52.7, 1850]",PAGES2kv2,NAm-Bennington.Luckman.2013.lpd,Brian H. Luckman,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.3, 52.7, 1850]",PAGES2kv2,NAm-Bennington.Luckman.2013.lpd,Donald K. Youngblut,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-118.3, 52.7, 1850]",PAGES2kv2,NAm-Bennington.Luckman.2013.lpd,Brian H. Luckman,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-118.3, 52.7, 1850]",PAGES2kv2,NAm-Bennington.Luckman.2013.lpd,Donald K. Youngblut,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-118.3, 52.7, 1850]",PAGES2kv2,NAm-Bennington.Luckman.2013.lpd,Brian H. Luckman,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,Nicole K Davi,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Jacoby,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Wiles,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,Nicole K Davi,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Jacoby,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Wiles,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,Nicole K Davi,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Jacoby,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Wiles,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,Nicole K Davi,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Jacoby,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Wiles,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,Nicole K Davi,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Jacoby,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Wiles,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,Nicole K Davi,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Jacoby,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Wiles,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,Nicole K Davi,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Jacoby,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Wiles,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,Nicole K Davi,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Jacoby,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Wiles,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,Nicole K Davi,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Jacoby,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Wiles,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,Nicole K Davi,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Jacoby,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Wiles,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,Nicole K Davi,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Jacoby,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Wiles,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,Nicole K Davi,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Jacoby,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-142.7, 61.3, 1040]",PAGES2kv2,NAm-BigBendLake.Jacoby.2003.lpd,G. C. Wiles,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-118.9, 49.9, 1700]",PAGES2kv2,NAm-BigWhite.Parish.2000.lpd,R. Parish,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-118.9, 49.9, 1700]",PAGES2kv2,NAm-BigWhite.Parish.2000.lpd,R. Parish,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-118.9, 49.9, 1700]",PAGES2kv2,NAm-BigWhite.Parish.2000.lpd,R. Parish,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-118.9, 49.9, 1700]",PAGES2kv2,NAm-BigWhite.Parish.2000.lpd,R. Parish,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-118.9, 49.9, 1700]",PAGES2kv2,NAm-BigWhite.Parish.2000.lpd,R. Parish,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-118.9, 49.9, 1700]",PAGES2kv2,NAm-BigWhite.Parish.2000.lpd,R. Parish,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-118.9, 49.9, 1700]",PAGES2kv2,NAm-BigWhite.Parish.2000.lpd,R. Parish,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-118.9, 49.9, 1700]",PAGES2kv2,NAm-BigWhite.Parish.2000.lpd,R. Parish,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-118.9, 49.9, 1700]",PAGES2kv2,NAm-BigWhite.Parish.2000.lpd,R. Parish,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.9, 49.9, 1700]",PAGES2kv2,NAm-BigWhite.Parish.2000.lpd,R. Parish,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.9, 49.9, 1700]",PAGES2kv2,NAm-BigWhite.Parish.2000.lpd,R. Parish,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-118.9, 49.9, 1700]",PAGES2kv2,NAm-BigWhite.Parish.2000.lpd,R. Parish,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,B. H. Luckman,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,R. J. S. Wilson,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,B. H. Luckman,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,R. J. S. Wilson,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,B. H. Luckman,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,R. J. S. Wilson,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,B. H. Luckman,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,R. J. S. Wilson,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,B. H. Luckman,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,R. J. S. Wilson,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,B. H. Luckman,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,R. J. S. Wilson,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,B. H. Luckman,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,R. J. S. Wilson,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,B. H. Luckman,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,R. J. S. Wilson,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,B. H. Luckman,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,R. J. S. Wilson,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,B. H. Luckman,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,R. J. S. Wilson,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,B. H. Luckman,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-118.9, 49.7, 2000]",PAGES2kv2,NAm-BigWhite2.Wilson.2005.lpd,R. J. S. Wilson,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-136.8, 59.9, 931]",PAGES2kv2,NAm-BlanchardRiver.Luckman.2013.lpd,B. Luckman,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-136.8, 59.9, 931]",PAGES2kv2,NAm-BlanchardRiver.Luckman.2013.lpd,B. Luckman,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-136.8, 59.9, 931]",PAGES2kv2,NAm-BlanchardRiver.Luckman.2013.lpd,B. Luckman,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-136.8, 59.9, 931]",PAGES2kv2,NAm-BlanchardRiver.Luckman.2013.lpd,B. Luckman,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-136.8, 59.9, 931]",PAGES2kv2,NAm-BlanchardRiver.Luckman.2013.lpd,B. Luckman,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-136.8, 59.9, 931]",PAGES2kv2,NAm-BlanchardRiver.Luckman.2013.lpd,B. Luckman,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-136.8, 59.9, 931]",PAGES2kv2,NAm-BlanchardRiver.Luckman.2013.lpd,B. Luckman,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-136.8, 59.9, 931]",PAGES2kv2,NAm-BlanchardRiver.Luckman.2013.lpd,B. Luckman,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-136.8, 59.9, 931]",PAGES2kv2,NAm-BlanchardRiver.Luckman.2013.lpd,B. Luckman,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-136.8, 59.9, 931]",PAGES2kv2,NAm-BlanchardRiver.Luckman.2013.lpd,B. Luckman,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-136.8, 59.9, 931]",PAGES2kv2,NAm-BlanchardRiver.Luckman.2013.lpd,B. Luckman,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Fritz H. Schweingruber,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Keith R. Briffa,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Fritz H. Schweingruber,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Keith R. Briffa,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Fritz H. Schweingruber,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Keith R. Briffa,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Fritz H. Schweingruber,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Keith R. Briffa,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Fritz H. Schweingruber,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Keith R. Briffa,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Fritz H. Schweingruber,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Keith R. Briffa,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Fritz H. Schweingruber,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Keith R. Briffa,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Fritz H. Schweingruber,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Keith R. Briffa,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Fritz H. Schweingruber,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Keith R. Briffa,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Fritz H. Schweingruber,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Keith R. Briffa,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Fritz H. Schweingruber,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Keith R. Briffa,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Fritz H. Schweingruber,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-77.8, 55.3, 50]",PAGES2kv2,NAm-Bonif.Schweingruber.1996.lpd,Keith R. Briffa,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Andrew G. Bunn,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Lisa J. Graumlich,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Dean L. Urban,tree,measured,NA,Sample Count,count,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Andrew G. Bunn,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Lisa J. Graumlich,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Dean L. Urban,tree,measured,NA,Segment,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Andrew G. Bunn,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Lisa J. Graumlich,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Dean L. Urban,tree,measured,NA,Tree Ring Width,cm,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Andrew G. Bunn,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Lisa J. Graumlich,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Dean L. Urban,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Andrew G. Bunn,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Lisa J. Graumlich,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Dean L. Urban,tree,measured,NA,Residual,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Andrew G. Bunn,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Lisa J. Graumlich,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Dean L. Urban,tree,measured,NA,Arstan Chronology,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Andrew G. Bunn,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Lisa J. Graumlich,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Dean L. Urban,tree,measured,NA,Corrs,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Andrew G. Bunn,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Lisa J. Graumlich,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Dean L. Urban,tree,measured,NA,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Andrew G. Bunn,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Lisa J. Graumlich,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Dean L. Urban,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Andrew G. Bunn,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Lisa J. Graumlich,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Dean L. Urban,tree,measured,NA,NA,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Andrew G. Bunn,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Lisa J. Graumlich,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Dean L. Urban,tree,measured,NA,Expressed Population Signal,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Andrew G. Bunn,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Lisa J. Graumlich,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
"[-118.3, 36.3, 3420]",PAGES2kv2,NAm-BorealPlateau.Graumlich.2005.lpd,Dean L. Urban,tree,measured,NA,Core,NA,NA,NA,NA,NA,NA
