filename,archiveType,inferredVariableType,units,proxyObservationType,interpretation/variable,interpretation/variableDetail
ME0005A-43JC.Benway.2006.lpd,marine sediment,Age,NA,NA,NA,NA
ME0005A-43JC.Benway.2006.lpd,marine sediment,NA,NA,D18O,NA,NA
ME0005A-43JC.Benway.2006.lpd,marine sediment,NA,NA,D18O,Temperature,sea surface
ME0005A-43JC.Benway.2006.lpd,marine sediment,NA,NA,Mg/Ca,Temperature,sea surface
ME0005A-43JC.Benway.2006.lpd,marine sediment,Sea Surface Temperature,NA,NA,Temperature,sea surface
ME0005A-43JC.Benway.2006.lpd,marine sediment,D18O,NA,NA,d18Osw,sea surface
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,Year,NA,NA,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,NA,NA,Segment,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,NA,NA,RingWidth,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,NA,NA,Trsgi,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,NA,NA,TRW,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,NA,NA,Residual,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,NA,NA,ARS,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,NA,NA,Corrs,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,NA,NA,RBar,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,NA,NA,SD,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,NA,NA,SE,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,NA,NA,EPS,NA,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,NA,NA,Core,NA,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,Year,NA,NA,NA,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,NA,NA,Segment,NA,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,NA,NA,RingWidth,NA,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,NA,NA,Trsgi,NA,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,NA,NA,TRW,NA,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,NA,NA,Residual,NA,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,NA,NA,ARS,NA,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,NA,NA,Corrs,NA,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,NA,NA,RBar,NA,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,NA,NA,SD,NA,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,NA,NA,SE,NA,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,NA,NA,EPS,NA,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,NA,NA,Core,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,Year,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,NA,NA,Segment,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,NA,NA,Density,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,NA,NA,MXD,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,NA,NA,Residual,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,NA,NA,ARS,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,NA,NA,Corrs,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,NA,NA,RBar,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,NA,NA,SD,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,NA,NA,SE,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,NA,NA,EPS,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,NA,NA,Core,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Year,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,NA,NA,Segment,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,NA,NA,Density,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,NA,NA,MXD,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,NA,NA,Residual,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,NA,NA,ARS,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,NA,NA,Corrs,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,NA,NA,RBar,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,NA,NA,SD,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,NA,NA,SE,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,NA,NA,EPS,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,NA,NA,Core,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,Year,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,NA,NA,Segment,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,NA,NA,Density,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,NA,NA,MXD,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,NA,NA,Residual,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,NA,NA,ARS,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,NA,NA,Corrs,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,NA,NA,RBar,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,NA,NA,SD,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,NA,NA,SE,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,NA,NA,EPS,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,NA,NA,Core,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,Year,NA,NA,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,NA,NA,Segment,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,NA,NA,Density,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,NA,NA,MXD,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,NA,NA,Residual,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,NA,NA,ARS,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,NA,NA,Corrs,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,NA,NA,RBar,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,NA,NA,SD,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,NA,NA,SE,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,NA,NA,EPS,NA,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,NA,NA,Core,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Year,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,NA,NA,Segment,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,NA,NA,Density,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,NA,NA,MXD,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,NA,NA,Residual,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,NA,NA,ARS,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,NA,NA,Corrs,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,NA,NA,RBar,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,NA,NA,SD,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,NA,NA,SE,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,NA,NA,EPS,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,NA,NA,Core,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,Year,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,NA,NA,Segment,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,NA,NA,Density,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,NA,NA,MXD,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,NA,NA,Residual,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,NA,NA,ARS,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,NA,NA,Corrs,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,NA,NA,RBar,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,NA,NA,SD,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,NA,NA,SE,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,NA,NA,EPS,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,NA,NA,Core,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Year,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,NA,NA,Segment,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,NA,NA,Density,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,NA,NA,MXD,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,NA,NA,Residual,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,NA,NA,ARS,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,NA,NA,Corrs,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,NA,NA,RBar,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,NA,NA,SD,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,NA,NA,SE,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,NA,NA,EPS,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,NA,NA,Core,NA,NA
NAm-BasinPond.Gajewski.1988.lpd,lake sediment,Temperature,NA,NA,T,air@surface
NAm-BasinPond.Gajewski.1988.lpd,lake sediment,Year,NA,NA,NA,NA
NAm-BasinPond.Gajewski.1988.lpd,lake sediment,Age,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,Year,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,NA,NA,Segment,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,NA,NA,RingWidth,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,NA,NA,Trsgi,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,NA,NA,TRW,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,NA,NA,Residual,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,NA,NA,ARS,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,NA,NA,Corrs,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,NA,NA,RBar,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,NA,NA,SD,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,NA,NA,SE,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,NA,NA,EPS,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,NA,NA,Core,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,Year,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,NA,NA,Segment,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,NA,NA,RingWidth,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,NA,NA,Trsgi,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,NA,NA,TRW,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,NA,NA,Residual,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,NA,NA,ARS,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,NA,NA,Corrs,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,NA,NA,RBar,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,NA,NA,SD,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,NA,NA,SE,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,NA,NA,EPS,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,NA,NA,Core,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,Year,NA,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,NA,NA,Segment,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,NA,NA,Density,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,NA,NA,MXD,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,NA,NA,Residual,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,NA,NA,ARS,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,NA,NA,Corrs,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,NA,NA,RBar,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,NA,NA,SD,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,NA,NA,SE,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,NA,NA,EPS,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,NA,NA,Core,NA,NA
NAm-BigWhite.Parish.2000.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-BigWhite.Parish.2000.lpd,tree,Year,NA,NA,NA,NA
NAm-BigWhite.Parish.2000.lpd,tree,NA,NA,Segment,NA,NA
NAm-BigWhite.Parish.2000.lpd,tree,NA,NA,RingWidth,NA,NA
NAm-BigWhite.Parish.2000.lpd,tree,NA,NA,Trsgi,NA,NA
NAm-BigWhite.Parish.2000.lpd,tree,NA,NA,TRW,NA,NA
NAm-BigWhite.Parish.2000.lpd,tree,NA,NA,Residual,NA,NA
NAm-BigWhite.Parish.2000.lpd,tree,NA,NA,ARS,NA,NA
NAm-BigWhite.Parish.2000.lpd,tree,NA,NA,Corrs,NA,NA
NAm-BigWhite.Parish.2000.lpd,tree,NA,NA,RBar,NA,NA
NAm-BigWhite.Parish.2000.lpd,tree,NA,NA,SD,NA,NA
NAm-BigWhite.Parish.2000.lpd,tree,NA,NA,SE,NA,NA
NAm-BigWhite.Parish.2000.lpd,tree,NA,NA,EPS,NA,NA
NAm-BigWhite.Parish.2000.lpd,tree,NA,NA,Core,NA,NA
NAm-BigWhite2.Wilson.2005.lpd,tree,NA,NA,Trsgi,NA,NA
NAm-BigWhite2.Wilson.2005.lpd,tree,NA,NA,TRW,NA,NA
NAm-BigWhite2.Wilson.2005.lpd,tree,Year,NA,NA,NA,NA
NAm-BlanchardRiver.Luckman.2013.lpd,tree,NA,NA,Trsgi,NA,NA
NAm-BlanchardRiver.Luckman.2013.lpd,tree,NA,NA,TRW,NA,NA
NAm-BlanchardRiver.Luckman.2013.lpd,tree,Year,NA,NA,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,Year,NA,NA,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,NA,NA,Segment,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,NA,NA,Density,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,NA,NA,MXD,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,NA,NA,Residual,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,NA,NA,ARS,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,NA,NA,Corrs,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,NA,NA,RBar,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,NA,NA,SD,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,NA,NA,SE,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,NA,NA,EPS,NA,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,NA,NA,Core,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,Year,NA,NA,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,NA,NA,Segment,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,NA,NA,RingWidth,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,NA,NA,Trsgi,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,NA,NA,TRW,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,NA,NA,Residual,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,NA,NA,ARS,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,NA,NA,Corrs,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,NA,NA,RBar,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,NA,NA,SD,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,NA,NA,SE,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,NA,NA,EPS,NA,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,NA,NA,Core,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,Year,NA,NA,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,NA,NA,Segment,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,NA,NA,RingWidth,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,NA,NA,Trsgi,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,NA,NA,TRW,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,NA,NA,Residual,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,NA,NA,ARS,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,NA,NA,Corrs,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,NA,NA,RBar,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,NA,NA,SD,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,NA,NA,SE,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,NA,NA,EPS,NA,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,NA,NA,Core,NA,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,Year,NA,NA,NA,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,NA,NA,Segment,NA,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,NA,NA,RingWidth,NA,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,NA,NA,Trsgi,NA,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,NA,NA,TRW,NA,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,NA,NA,Residual,NA,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,NA,NA,ARS,NA,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,NA,NA,Corrs,NA,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,NA,NA,RBar,NA,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,NA,NA,SD,NA,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,NA,NA,SE,NA,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,NA,NA,EPS,NA,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,NA,NA,Core,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,Year,NA,NA,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,NA,NA,Segment,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,NA,NA,RingWidth,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,NA,NA,Trsgi,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,NA,NA,TRW,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,NA,NA,Residual,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,NA,NA,ARS,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,NA,NA,Corrs,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,NA,NA,RBar,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,NA,NA,SD,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,NA,NA,SE,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,NA,NA,EPS,NA,NA
NAm-CameronPass.Bigler.2007.lpd,tree,NA,NA,Core,NA,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,Year,NA,NA,NA,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,NA,NA,Segment,NA,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,NA,NA,RingWidth,NA,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,NA,NA,Trsgi,NA,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,NA,NA,TRW,NA,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,NA,NA,Residual,NA,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,NA,NA,ARS,NA,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,NA,NA,Corrs,NA,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,NA,NA,RBar,NA,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,NA,NA,SD,NA,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,NA,NA,SE,NA,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,NA,NA,EPS,NA,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,NA,NA,Core,NA,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,Year,NA,NA,NA,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,NA,NA,Segment,NA,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,NA,NA,RingWidth,NA,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,NA,NA,Trsgi,NA,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,NA,NA,TRW,NA,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,NA,NA,Residual,NA,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,NA,NA,ARS,NA,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,NA,NA,Corrs,NA,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,NA,NA,RBar,NA,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,NA,NA,SD,NA,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,NA,NA,SE,NA,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,NA,NA,EPS,NA,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,NA,NA,Core,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,Year,NA,NA,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,NA,NA,Segment,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,NA,NA,RingWidth,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,NA,NA,Trsgi,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,NA,NA,TRW,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,NA,NA,Residual,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,NA,NA,ARS,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,NA,NA,Corrs,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,NA,NA,RBar,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,NA,NA,SD,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,NA,NA,SE,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,NA,NA,EPS,NA,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,NA,NA,Core,NA,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,Year,NA,NA,NA,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,NA,NA,Segment,NA,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,NA,NA,Density,NA,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,NA,NA,MXD,NA,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,NA,NA,Residual,NA,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,NA,NA,ARS,NA,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,NA,NA,Corrs,NA,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,NA,NA,RBar,NA,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,NA,NA,SD,NA,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,NA,NA,SE,NA,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,NA,NA,EPS,NA,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,NA,NA,Core,NA,NA
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,NA,NA,SampleCount,NA,NA
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,Year,NA,NA,NA,NA
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,NA,NA,Segment,NA,NA
