TSid,Dataset Name,Compilation Name,variableName,Conflict with
MAT0c5881b0b7,SP13ASBC.lpd,iso2k1_0_0,year,set()
MATac041c0d13,SP13ASBC.lpd,iso2k1_0_0,depth,set()
SP13ASBC02,SP13ASBC.lpd,iso2k1_0_0,LaminaThickenss,set()
SP13AYID01_compo,SP13AYID.lpd,iso2k1_0_0,d18O,set()
MAT6d44797dfc,SP13AYID.lpd,iso2k1_0_0,year,set()
LPD7d948e2c,SP13AYID.lpd,iso2k1_0_0,d18OUncertainty,set()
SP13CHPE01A,SP13CHPE.lpd,iso2k1_0_0,d18O,set()
LPD3100fe0a,SP13CHPE.lpd,iso2k1_0_0,year,set()
MAT0ac1067777,SP13CHPE.lpd,iso2k1_0_0,depth,set()
SP13KAPE01A,SP13KAPE.lpd,iso2k1_0_0,d18O,set()
MATa2dbcb09e8,SP13KAPE.lpd,iso2k1_0_0,year,set()
MAT0826a2c0cd,SP13KAPE.lpd,iso2k1_0_0,depth,set()
SP13LAMX01A,SP13LAMX.lpd,iso2k1_0_0,d18O,set()
MAT36170f341f,SP13LAMX.lpd,iso2k1_0_0,year,set()
MATade0778ee9,SP13LAMX.lpd,iso2k1_0_0,depth,set()
SP13MCUS01A,SP13MCUS.lpd,iso2k1_0_0,d18O,set()
MATda5320884c,SP13MCUS.lpd,iso2k1_0_0,year,set()
SP13PAVU01A,SP13PAVU.lpd,iso2k1_0_0,d18O,set()
MATb58668c695,SP13PAVU.lpd,iso2k1_0_0,year,set()
MAT72b8681995,SP13PAVU.lpd,iso2k1_0_0,depth,set()
SP13SLNA01A,SP13SLNA.lpd,iso2k1_0_0,d18O,set()
MAT36032ab0af,SP13SLNA.lpd,iso2k1_0_0,year,set()
MATa007254f46,SP13SLNA.lpd,iso2k1_0_0,depth,set()
SP13SUSA01A,SP13SUSA.lpd,iso2k1_0_0,d18O,set()
MAT5b87328d97,SP13SUSA.lpd,iso2k1_0_0,year,set()
LPD21b789e2,SP13SUSA.lpd,iso2k1_0_0,depth,set()
SP14APPE01A,SP14APPE.lpd,iso2k1_0_0,d18O,set()
MAT7fa47a91bd,SP14APPE.lpd,iso2k1_0_0,year,set()
MATab160c351c,SP14APPE.lpd,iso2k1_0_0,depth,set()
SP98KUCN01A,SP98KUCN.lpd,iso2k1_0_0,d18O,set()
MATbd0dc7795c,SP98KUCN.lpd,iso2k1_0_0,year,set()
MAT0620ae64ea,SP98KUCN.lpd,iso2k1_0_0,depth,set()
RjezL069pAb,SP98KUCN.lpd,iso2k1_0_0,age,set()
SP99DEUS01A,SP99DEUS.lpd,iso2k1_0_0,d18O,set()
MAT8c0eb9b43a,SP99DEUS.lpd,iso2k1_0_0,year,set()
SP99DEUS01A_d13C,SP99DEUS.lpd,iso2k1_0_0,d13C,set()
Ocean2kHR_126,SS03HAJA.lpd,iso2k1_0_0,d18O,set()
MATccc9872c4c,SS03HAJA.lpd,iso2k1_0_0,year,set()
Ocean2kHR_112,SS05ROES.lpd,iso2k1_0_0,d18O,set()
MAT2569a32240,SS05ROES.lpd,iso2k1_0_0,year,set()
Ocean2kHR_113,SS05ROES.lpd,iso2k1_0_0,Sr/Ca,set()
SS05ROTN02A,SS05ROTN.lpd,iso2k1_0_0,d18O,set()
MATdb727c687b,SS05ROTN.lpd,iso2k1_0_0,year,set()
RYiV0il9NAZ,SS05ROTN.lpd,iso2k1_0_0,Sr/Ca,set()
TR04EVLI01,TR04EVLI.lpd,iso2k1_0_0,d18O,set()
MAT72a4e2b7ed,TR04EVLI.lpd,iso2k1_0_0,year,set()
MATafd8e59e6e,TR04EVLI.lpd,iso2k1_0_0,depth,set()
TR06TRBO00,TR06TRBO.lpd,iso2k1_0_0,d18O,set()
MAT91b2d06d87,TR06TRBO.lpd,iso2k1_0_0,year,set()
TR07RECA01,TR07RECA.lpd,iso2k1_0_0,d18O,set()
MATad36c816e2,TR07RECA.lpd,iso2k1_0_0,year,set()
TR07REVI01,TR07REVI.lpd,iso2k1_0_0,d18O,set()
MATbf2e6a16d7,TR07REVI.lpd,iso2k1_0_0,year,set()
TR08HORA01,TR08HORA.lpd,iso2k1_0_0,d18O,set()
MAT187cea98d6,TR08HORA.lpd,iso2k1_0_0,year,set()
TR08THCO00,TR08THCO.lpd,iso2k1_0_0,d18O,set()
MAT311be19d10,TR08THCO.lpd,iso2k1_0_0,year,set()
MAT311be19d102,TR08THCO.lpd,iso2k1_0_0,year,set()
MAT91b632920d,TR08THCO.lpd,iso2k1_0_0,year,set()
TR08VOOL00,TR08VOOL.lpd,iso2k1_0_0,d18O,set()
MAT5dca6fd6a7,TR08VOOL.lpd,iso2k1_0_0,year,set()
TR10ANMO00,TR10ANMO.lpd,iso2k1_0_0,d18O,set()
MATf543d2cd8d,TR10ANMO.lpd,iso2k1_0_0,year,set()
MATb99efa2035,TR10ANMO.lpd,iso2k1_0_0,depth,set()
TR11BAPU02,TR11BAPU.lpd,iso2k1_0_0,d18O,set()
MAT760875d761,TR11BAPU.lpd,iso2k1_0_0,year,set()
TR11BAPU01,TR11BAPU.lpd,iso2k1_0_0,d18O,set()
TR11BAVO02,TR11BAVO.lpd,iso2k1_0_0,d18O,set()
MAT6731b357bc,TR11BAVO.lpd,iso2k1_0_0,year,set()
TR11BAVO01,TR11BAVO.lpd,iso2k1_0_0,d18O,set()
WEB7c902e21,TR11GRTP.lpd,iso2k1_0_0,d18O,set()
WEBaa035294,TR11GRTP.lpd,iso2k1_0_0,year,set()
TR11MAJA02,TR11MAJA.lpd,iso2k1_0_0,d18O,set()
LPDdd8ffff1,TR11MAJA.lpd,iso2k1_0_0,year,set()
TR11MAPE01,TR11MAPE.lpd,iso2k1_0_0,d18O,set()
LPDf8072f4e,TR11MAPE.lpd,iso2k1_0_0,year,set()
LPD543c622e,TR11MAPE.lpd,iso2k1_0_0,year,set()
WEB9175515d,TR11SAHU00.lpd,iso2k1_0_0,year,set()
WEB3638db18,TR11SAHU00.lpd,iso2k1_0_0,d18O,set()
TR11SIMO01,TR11SIMO.lpd,iso2k1_0_0,d18O,set()
MAT878b4ca02a,TR11SIMO.lpd,iso2k1_0_0,year,set()
TR11XUPH07,TR11XUPH.lpd,iso2k1_0_0,d18O,set()
MATd6afe89613,TR11XUPH.lpd,iso2k1_0_0,year,set()
TR11XUPH01,TR11XUPH.lpd,iso2k1_0_0,d18O,set()
TR11XUPH02,TR11XUPH.lpd,iso2k1_0_0,d18O,set()
TR11XUPH03,TR11XUPH.lpd,iso2k1_0_0,d18O,set()
TR11XUPH04,TR11XUPH.lpd,iso2k1_0_0,d18O,set()
TR11XUPH05,TR11XUPH.lpd,iso2k1_0_0,d18O,set()
TR11XUPH06,TR11XUPH.lpd,iso2k1_0_0,d18O,set()
TR11XUPH00,TR11XUPH.lpd,iso2k1_0_0,d18O,set()
WEB9ec53927,TR12BECO.lpd,iso2k1_0_0,d18O,set()
WEB2201f03c,TR12BECO.lpd,iso2k1_0_0,year,set()
WEB1fa7c61b,TR12BRBO.lpd,iso2k1_0_0,d18O,set()
WEBbdfce92d,TR12BRBO.lpd,iso2k1_0_0,year,set()
TR12SAMU06,TR12SAMU.lpd,iso2k1_0_0,d18O,set()
MAT1f7cb77c97,TR12SAMU.lpd,iso2k1_0_0,year,set()
TR12SAMU01,TR12SAMU.lpd,iso2k1_0_0,d18O,set()
TR12SAMU02,TR12SAMU.lpd,iso2k1_0_0,d18O,set()
TR12SAMU03,TR12SAMU.lpd,iso2k1_0_0,d18O,set()
TR12SAMU04,TR12SAMU.lpd,iso2k1_0_0,d18O,set()
TR12SAMU05,TR12SAMU.lpd,iso2k1_0_0,d18O,set()
TR12SAMU00,TR12SAMU.lpd,iso2k1_0_0,d18O,set()
WEB1c82ec4b,TR13BROA.lpd,iso2k1_0_0,d18O,set()
WEB9edd879e,TR13BROA.lpd,iso2k1_0_0,year,set()
WEBe901279b,TR13JOAR.lpd,iso2k1_0_0,year,set()
WEB942f4ab3,TR13JOAR.lpd,iso2k1_0_0,d18O,set()
WEBd4a1702f,TR13JOAR.lpd,iso2k1_0_0,d18O,set()
WEB1393eb44,TR13JOAR.lpd,iso2k1_0_0,d18O,set()
WEB2a8bacaa,TR13JOAR.lpd,iso2k1_0_0,d18O,set()
WEBbe879e76,TR13JOAR.lpd,iso2k1_0_0,d18O,set()
WEBc909cb91,TR13JOAR.lpd,iso2k1_0_0,d18O,set()
WEBb3614086,TR13JOJS.lpd,iso2k1_0_0,year,set()
WEB9251bbf1,TR13JOJS.lpd,iso2k1_0_0,d18O,set()
WEB68260459,TR13JOJS.lpd,iso2k1_0_0,d18O,set()
WEBfbf93fe8,TR13JOJS.lpd,iso2k1_0_0,d18O,set()
WEBb58581f1,TR13JOJS.lpd,iso2k1_0_0,d18O,set()
WEBf2452ae3,TR13JOJS.lpd,iso2k1_0_0,d18O,set()
WEB79b7abaa,TR13JOJS.lpd,iso2k1_0_0,d18O,set()
WEB6b613df4,TR13JOPC.lpd,iso2k1_0_0,year,set()
WEB7105d7a6,TR13JOPC.lpd,iso2k1_0_0,d18O,set()
WEBad27530f,TR13JOPC.lpd,iso2k1_0_0,d18O,set()
WEB81ca9328,TR13JOPC.lpd,iso2k1_0_0,d18O,set()
WEBd9f73e6a,TR13JOPC.lpd,iso2k1_0_0,d18O,set()
WEB93ccadc2,TR13JOPC.lpd,iso2k1_0_0,d18O,set()
WEBa9c47a40,TR13JOPC.lpd,iso2k1_0_0,d18O,set()
WEBaba520fa,TR13JOPC.lpd,iso2k1_0_0,d18O,set()
WEBd5fd45b6,TR13JOPC.lpd,iso2k1_0_0,d18O,set()
WEB4de479a5,TR13POMA.lpd,iso2k1_0_0,d18O,set()
WEBd905a8ca,TR13POMA.lpd,iso2k1_0_0,year,set()
WEB588fc737,TR13SAWA00.lpd,iso2k1_0_0,year,set()
WEBa8749551,TR13SAWA00.lpd,iso2k1_0_0,d18O,set()
TR13SIKO01,TR13SIKO.lpd,iso2k1_0_0,d18O,set()
MAT55ba7d1e91,TR13SIKO.lpd,iso2k1_0_0,year,set()
TR13SITA01,TR13SITA.lpd,iso2k1_0_0,d18O,set()
MATfe57568c8f,TR13SITA.lpd,iso2k1_0_0,year,set()
WEBb0fd9bd0,TR14KOSP.lpd,iso2k1_0_0,d18O,set()
WEBbdf01c7a,TR14KOSP.lpd,iso2k1_0_0,year,set()
WEB255443f2,TR15BABO.lpd,iso2k1_0_0,d18O,set()
WEB21817e6b,TR15BABO.lpd,iso2k1_0_0,year,set()
TR15NACA00,TR15NACA.lpd,iso2k1_0_0,d18O,set()
MAT6d0c54af7d,TR15NACA.lpd,iso2k1_0_0,year,set()
TR15YOLL00,TR15YOLL.lpd,iso2k1_0_0,d18O,set()
MAT63b679b703,TR15YOLL.lpd,iso2k1_0_0,year,set()
TR15YONW00,TR15YONW.lpd,iso2k1_0_0,d18O,set()
MAT15c8927fbe,TR15YONW.lpd,iso2k1_0_0,year,set()
TR16LAAN00,TR16LAAN.lpd,iso2k1_0_0,d18O,set()
MAT81d90f33cf,TR16LAAN.lpd,iso2k1_0_0,year,set()
TR16LAFO00,TR16LAFO.lpd,iso2k1_0_0,d18O,set()
MAT5af0b32bf6,TR16LAFO.lpd,iso2k1_0_0,year,set()
WEB3e43f177,TR16WEMI.lpd,iso2k1_0_0,d18O,set()
WEB76f7018d,TR16WEMI.lpd,iso2k1_0_0,year,set()
WEB640da8ea,TR16WEXI.lpd,iso2k1_0_0,d18O,set()
WEB7a8358d2,TR16WEXI.lpd,iso2k1_0_0,year,set()
WEB45a0b5cd,TR17EDSW.lpd,iso2k1_0_0,d18O,set()
WEBc6aad42a,TR17EDSW.lpd,iso2k1_0_0,year,set()
WEB1d361c0a,TR17GRTP.lpd,iso2k1_0_0,d18O,set()
WEB3a4587ec,TR17GRTP.lpd,iso2k1_0_0,year,set()
WEB05ec8243,TR17SAMA.lpd,iso2k1_0_0,year,set()
WEB30c97fa8,TR17SAMA.lpd,iso2k1_0_0,d18O,set()
WEB9c5ce25c,TR18GRPM.lpd,iso2k1_0_0,year,set()
WEBcdcf63cd,TR18GRPM.lpd,iso2k1_0_0,d18O,set()
WEB9fdbf1ac,TR18XUGA00.lpd,iso2k1_0_0,year,set()
WEB4632d6d9,TR18XUGA00.lpd,iso2k1_0_0,d18O,set()
WEB10836628,TR18XUJA00.lpd,iso2k1_0_0,year,set()
WEB0738fe31,TR18XUJA00.lpd,iso2k1_0_0,d18O,set()
WEBeb4aa1cf,TR19LEBR.lpd,iso2k1_0_0,year,set()
WEB302321b9,TR19LEBR.lpd,iso2k1_0_0,d18O,set()
WEBbc9c2816,TR19LEBR.lpd,iso2k1_0_0,d18O,set()
WEB8385f4ec,TR19LECR.lpd,iso2k1_0_0,year,set()
WEB73c78c6a,TR19LECR.lpd,iso2k1_0_0,d18O,set()
WEBc13323de,TR19LEFC.lpd,iso2k1_0_0,year,set()
WEB77324fc3,TR19LEFC.lpd,iso2k1_0_0,d18O,set()
WEB67f8c5ec,TR19LEFC.lpd,iso2k1_0_0,d18O,set()
WEBc5aa3c9e,TR19LEOU.lpd,iso2k1_0_0,year,set()
WEBd22ea8c1,TR19LEOU.lpd,iso2k1_0_0,d18O,set()
RJbDrUlqRnW,167_1017E.lpd,PalMod1_0_1,depth_merged,set()
RGVtIkSUAYu,167_1017E.lpd,PalMod1_0_1,age,set()
RihSjg72cOC,167_1017E.lpd,PalMod1_0_1,label,set()
R3vPUtPzJtK,167_1017E.lpd,PalMod1_0_1,age,set()
RvPBSt0iHNU,167_1017E.lpd,PalMod1_0_1,benthic.d18O,set()
Re72aSIYsvS,167_1017E.lpd,PalMod1_0_1,planktonic.d18O,set()
ROE1Wm7qCtT,167_1017E.lpd,PalMod1_0_1,TOC,set()
RrT4rqbvzHg,167_1017E.lpd,PalMod1_0_1,CaCO3,set()
RrKDCSWjKMk,182_1132B.lpd,PalMod1_0_1,depth_merged,set()
R6ajZnBypXz,182_1132B.lpd,PalMod1_0_1,age,set()
Rs9zQYkbJJ8,182_1132B.lpd,PalMod1_0_1,label,set()
RUfaGOcsF69,182_1132B.lpd,PalMod1_0_1,benthic.d13C,set()
RJ1N0DLyDCb,182_1132B.lpd,PalMod1_0_1,benthic.d18O,set()
RCKX5OPbZh1,182_1132B.lpd,PalMod1_0_1,label,set()
R2u29wGJ4Y1,182_1132B.lpd,PalMod1_0_1,CaCO3,set()
RynN3xJ75eW,323_U1340A.lpd,PalMod1_0_1,depth_merged,set()
R2cjkxKPYHf,323_U1340A.lpd,PalMod1_0_1,age,set()
RELkY5qaGpS,323_U1340A.lpd,PalMod1_0_1,label,set()
RvzyZnXoJeo,323_U1340A.lpd,PalMod1_0_1,depth.top,set()
RYsjiR7RGjB,323_U1340A.lpd,PalMod1_0_1,depth.bottom,set()
R918jgRWQVp,323_U1340A.lpd,PalMod1_0_1,age,set()
R0VrbAvTpcE,323_U1340A.lpd,PalMod1_0_1,benthic.d13C,set()
RvG7yiSjyz2,323_U1340A.lpd,PalMod1_0_1,benthic.d18O,set()
Rvm3cGtRLyw,323_U1340A.lpd,PalMod1_0_1,planktonic.d13C,set()
RYPsAVyRVW5,323_U1340A.lpd,PalMod1_0_1,planktonic.d18O,set()
RHmzYFkGQgf,323_U1340A.lpd,PalMod1_0_1,surface.temp,set()
RRTrMug0NK3,323_U1340A.lpd,PalMod1_0_1,UK37,set()
RUtaIlu9RbS,90_594.lpd,PalMod1_0_1,depth_merged,set()
Ro52d6vh0CB,90_594.lpd,PalMod1_0_1,age,set()
R9I8DOr1hQP,90_594.lpd,PalMod1_0_1,age,set()
RdWc8imGIis,90_594.lpd,PalMod1_0_1,CaCO3,set()
RdtGIYfm0w9,90_594.lpd,PalMod1_0_1,planktonic.d18O,set()
R9XotsWDrAf,90_594.lpd,PalMod1_0_1,planktonic.d13C,set()
RB1ZrO1UHRx,90_594.lpd,PalMod1_0_1,benthic.d18O,set()
Ra2tRWobme4,90_594.lpd,PalMod1_0_1,benthic.d13C,set()
RPtKtZPFKbL,AHF_16832.lpd,PalMod1_0_1,depth_merged,set()
RD9Z1tH8et7,AHF_16832.lpd,PalMod1_0_1,age,set()
RbaAIo4Oyzu,AHF_16832.lpd,PalMod1_0_1,age,set()
RPXUuupC8Q1,AHF_16832.lpd,PalMod1_0_1,benthic.d13C,set()
RgFt588C9qF,AHF_16832.lpd,PalMod1_0_1,benthic.d18O,set()
R4TtzJ2LqmA,AHF_16832.lpd,PalMod1_0_1,planktonic.d18O,set()
RQPmscnNgcM,ASV13_1200.lpd,PalMod1_0_1,depth_merged,set()
R7vAraY6821,ASV13_1200.lpd,PalMod1_0_1,age,set()
RPPE65dKzxX,ASV13_1200.lpd,PalMod1_0_1,age,set()
RUobPQmACku,ASV13_1200.lpd,PalMod1_0_1,benthic.d18O,set()
RTXWVjA320w,ASV13_1200.lpd,PalMod1_0_1,benthic.d13C,set()
RlRJrYyetzE,ASV13_1200.lpd,PalMod1_0_1,planktonic.d18O,set()
RzPuNfG43pV,ASV13_1200.lpd,PalMod1_0_1,planktonic.d13C,set()
RuZfn2ha5Et,B997_328.lpd,PalMod1_0_1,depth_merged,set()
RmvlsKZkEoM,B997_328.lpd,PalMod1_0_1,age,set()
R7XjYEBubq9,B997_328.lpd,PalMod1_0_1,age,set()
RJJ2vzFTeTe,B997_328.lpd,PalMod1_0_1,benthic.d18O,set()
Ru0Fox0JRk2,B997_328.lpd,PalMod1_0_1,CaCO3,set()
RRr4WJaoUaf,B997_330.lpd,PalMod1_0_1,depth_merged,set()
REPE6kLDYmH,B997_330.lpd,PalMod1_0_1,age,set()
RUz1aXzbNls,B997_330.lpd,PalMod1_0_1,age,set()
Rl0rexbTWu7,B997_330.lpd,PalMod1_0_1,benthic.d18O,set()
RPxecl47jTO,B997_330.lpd,PalMod1_0_1,CaCO3,set()
RCzjbTyaBNe,BP00_07_05.lpd,PalMod1_0_1,depth_merged,set()
RLfmP0ei3Yv,BP00_07_05.lpd,PalMod1_0_1,age,set()
Re7pqNpBztm,BP00_07_05.lpd,PalMod1_0_1,benthic.d13C,set()
RKbnjBzUIcD,BP00_07_05.lpd,PalMod1_0_1,benthic.d18O,set()
R4Svn9jksz0,BP00_07_05.lpd,PalMod1_0_1,benthic.d13C,set()
RA3YWLKBlTw,BP00_07_05.lpd,PalMod1_0_1,benthic.d18O,set()
RYuj4Hqzjh9,BP00_07_05.lpd,PalMod1_0_1,benthic.d13C,set()
R7lxdXk8SEP,BP00_07_05.lpd,PalMod1_0_1,benthic.d18O,set()
REvd2yjxD8a,BP00_07_05.lpd,PalMod1_0_1,benthic.d13C,set()
RWUudQSaXS0,BP00_07_05.lpd,PalMod1_0_1,benthic.d18O,set()
RXoP5yg3wj7,CH69_K09.lpd,PalMod1_0_1,depth_merged,set()
R4UWNwZF0x7,CH69_K09.lpd,PalMod1_0_1,age,set()
RqKq3WxcZdx,CH69_K09.lpd,PalMod1_0_1,IRD,set()
Rm242hqWpEt,CH69_K09.lpd,PalMod1_0_1,benthic.d13C,set()
RHMnW8JwP0f,CH69_K09.lpd,PalMod1_0_1,benthic.d18O,set()
RS8ob1TA29P,CH69_K09.lpd,PalMod1_0_1,surface.temp,set()
RB8nlsaRbRP,CH69_K09.lpd,PalMod1_0_1,planktonic.d18O,set()
RsPkasIeJh4,CHN82_24_4PC.lpd,PalMod1_0_1,depth_merged,set()
RvkCBcFaFfq,CHN82_24_4PC.lpd,PalMod1_0_1,age,set()
RkfQ43g4oGV,CHN82_24_4PC.lpd,PalMod1_0_1,benthic.d18O,set()
R3Gqc8sB66D,CHN82_24_4PC.lpd,PalMod1_0_1,depth,set()
RNLPdCQeHxr,CHN82_24_4PC.lpd,PalMod1_0_1,benthic.d13C,set()
RPP6a32rdvA,EW9209_1JPC.lpd,PalMod1_0_1,depth_merged,set()
RAPVa5yITjh,EW9209_1JPC.lpd,PalMod1_0_1,age,set()
RpwfuZt1esz,EW9209_1JPC.lpd,PalMod1_0_1,benthic.d18O,set()
RwDLqN7XeY3,EW9209_1JPC.lpd,PalMod1_0_1,benthic.d13C,set()
RuVMp9LFveL,EW9209_1JPC.lpd,PalMod1_0_1,benthic.d18O,set()
RAVGtYgxXZI,EW9209_1JPC.lpd,PalMod1_0_1,benthic.d13C,set()
RkVFoEMiimV,EW9209_1JPC.lpd,PalMod1_0_1,planktonic.d18O,set()
Rr6GpsMucys,EW9209_1JPC.lpd,PalMod1_0_1,planktonic.d13C,set()
Ru6e8pVq4eQ,EW9209_1JPC.lpd,PalMod1_0_1,planktonic.d18O,set()
RhcXtxNhsQJ,EW9209_1JPC.lpd,PalMod1_0_1,planktonic.d13C,set()
RBc0MuUVnzm,EW9209_1JPC.lpd,PalMod1_0_1,benthic.d18O,set()
R7Nj9GHRwzz,EW9209_1JPC.lpd,PalMod1_0_1,benthic.d13C,set()
RfLpadgpRta,EW9209_2JPC.lpd,PalMod1_0_1,depth_merged,set()
R65rXMl48I6,EW9209_2JPC.lpd,PalMod1_0_1,age,set()
RG999ZiNxjf,EW9209_2JPC.lpd,PalMod1_0_1,age,set()
RuokstRUoIC,EW9209_2JPC.lpd,PalMod1_0_1,benthic.d13C,set()
RKNjihqLfCQ,EW9209_2JPC.lpd,PalMod1_0_1,benthic.d18O,set()
Rp5rqbjklgc,EW9209_3JPC.lpd,PalMod1_0_1,depth_merged,set()
RPp2QElp4NN,EW9209_3JPC.lpd,PalMod1_0_1,age,set()
Rwtg4etZw4l,EW9209_3JPC.lpd,PalMod1_0_1,benthic.d13C,set()
RHqYNXMpZ4I,EW9209_3JPC.lpd,PalMod1_0_1,benthic.d18O,set()
RG0eGD70wA8,EW9504_02PC.lpd,PalMod1_0_1,depth_merged,set()
RIxHdrRQ5Tn,EW9504_02PC.lpd,PalMod1_0_1,age,set()
R8qkkyMTQz4,EW9504_02PC.lpd,PalMod1_0_1,age,set()
RRQxBNFPPRc,EW9504_02PC.lpd,PalMod1_0_1,benthic.d13C,set()
RIwqF1CecqY,EW9504_02PC.lpd,PalMod1_0_1,benthic.d18O,set()
Rkys6glfg5q,EW9504_02PC.lpd,PalMod1_0_1,planktonic.d18O,set()
R5vNe5kBqRJ,EW9504_03PC.lpd,PalMod1_0_1,depth_merged,set()
R8i1Amu9lMe,EW9504_03PC.lpd,PalMod1_0_1,age,set()
R9ZoeMr4nHb,EW9504_03PC.lpd,PalMod1_0_1,benthic.d13C,set()
RE2WsJEnqIM,EW9504_03PC.lpd,PalMod1_0_1,benthic.d18O,set()
RfPVkvKvz9c,EW9504_03PC.lpd,PalMod1_0_1,planktonic.d18O,set()
RnRk9ncZlLe,EW9504_04PC.lpd,PalMod1_0_1,depth_merged,set()
RJB0KO3YhiS,EW9504_04PC.lpd,PalMod1_0_1,age,set()
RKDoivbY7pb,EW9504_04PC.lpd,PalMod1_0_1,age,set()
RwayLLWVy4x,EW9504_04PC.lpd,PalMod1_0_1,benthic.d13C,set()
RI4ZMhKoLsK,EW9504_04PC.lpd,PalMod1_0_1,benthic.d18O,set()
RM43QFPxRpQ,EW9504_04PC.lpd,PalMod1_0_1,planktonic.d18O,set()
R50wACRFeyQ,EW9504_05PC.lpd,PalMod1_0_1,depth_merged,set()
RFYwDI2S233,EW9504_05PC.lpd,PalMod1_0_1,age,set()
Ra3XF2jdtRU,EW9504_05PC.lpd,PalMod1_0_1,age,set()
RbRQsKTOcMt,EW9504_05PC.lpd,PalMod1_0_1,benthic.d13C,set()
R8bSFakUXnm,EW9504_05PC.lpd,PalMod1_0_1,benthic.d18O,set()
RYcjAjmnReF,EW9504_05PC.lpd,PalMod1_0_1,planktonic.d18O,set()
R7y2TzEqdg4,EW9504_08PC.lpd,PalMod1_0_1,depth_merged,set()
RT3mzdshomw,EW9504_08PC.lpd,PalMod1_0_1,age,set()
RxnbWWnFjdi,EW9504_08PC.lpd,PalMod1_0_1,age,set()
RgbXD9L3IP3,EW9504_08PC.lpd,PalMod1_0_1,benthic.d13C,set()
R14lgRVHsWM,EW9504_08PC.lpd,PalMod1_0_1,benthic.d18O,set()
RVDJe802pyX,EW9504_08PC.lpd,PalMod1_0_1,planktonic.d18O,set()
RcMLleP30vd,EW9504_09PC.lpd,PalMod1_0_1,depth_merged,set()
RswKicOOQ3N,EW9504_09PC.lpd,PalMod1_0_1,age,set()
RlOoeX4jQoq,EW9504_09PC.lpd,PalMod1_0_1,age,set()
RSvfQLmCxTr,EW9504_09PC.lpd,PalMod1_0_1,benthic.d13C,set()
ReNxIR2MNrg,EW9504_09PC.lpd,PalMod1_0_1,benthic.d18O,set()
RLDI8ZwyNc0,EW9504_09PC.lpd,PalMod1_0_1,planktonic.d18O,set()
RDJk8OEongI,FR01_97_12.lpd,PalMod1_0_1,depth_merged,set()
R6mdCMAw0bp,FR01_97_12.lpd,PalMod1_0_1,age,set()
RNcBAWGPZAU,FR01_97_12.lpd,PalMod1_0_1,age,set()
RNZDa3xIJTA,FR01_97_12.lpd,PalMod1_0_1,planktonic.d13C,set()
RFj3aulEgFW,FR01_97_12.lpd,PalMod1_0_1,planktonic.d18O,set()
RynRCj2QzxN,FR01_97_12.lpd,PalMod1_0_1,planktonic.d13C,set()
RtxiBPKCZPf,FR01_97_12.lpd,PalMod1_0_1,planktonic.d18O,set()
RdhKoLAGr3H,FR01_97_12.lpd,PalMod1_0_1,benthic.d13C,set()
RHaBdPRNVZ4,FR01_97_12.lpd,PalMod1_0_1,benthic.d18O,set()
RIj9UQB0mxH,FR01_97_12.lpd,PalMod1_0_1,planktonic.d13C,set()
RNQ6ZuwUnIA,FR01_97_12.lpd,PalMod1_0_1,planktonic.d18O,set()
RftStuFMJTH,FR01_97_12.lpd,PalMod1_0_1,planktonic.d13C,set()
R7iGaJOkjJN,FR01_97_12.lpd,PalMod1_0_1,planktonic.d18O,set()
RJlCl9ev27w,FR01_97_12.lpd,PalMod1_0_1,CaCO3,set()
Rr34v1YVHuT,FR01_97_12.lpd,PalMod1_0_1,age,set()
R6wfWabQFfb,FR01_97_12.lpd,PalMod1_0_1,DBD,set()
R9timV8rtpb,GeoB12615_4.lpd,PalMod1_0_1,depth_merged,set()
RYQ8WH27ovZ,GeoB12615_4.lpd,PalMod1_0_1,age,set()
RdD0foLmh8p,GeoB12615_4.lpd,PalMod1_0_1,benthic.d18O,set()
Rm1QW3foouf,GeoB12615_4.lpd,PalMod1_0_1,benthic.d13C,set()
R6rVoY79LLe,GeoB12615_4.lpd,PalMod1_0_1,planktonic.d18O,set()
RRBb5jDMAiY,GeoB12615_4.lpd,PalMod1_0_1,planktonic.d13C,set()
RSNvc4QZqxJ,GeoB12615_4.lpd,PalMod1_0_1,planktonic.MgCa,set()
Rmw6QIlPjX7,GeoB12615_4.lpd,PalMod1_0_1,surface.temp,set()
RLUy1XsM92o,GeoB13731_1.lpd,PalMod1_0_1,depth_merged,set()
Rq8REt0T9h1,GeoB13731_1.lpd,PalMod1_0_1,age,set()
RvviFWo2kb6,GeoB13731_1.lpd,PalMod1_0_1,benthic.d18O,set()
R1QRtRsygFg,GeoB1711_4.lpd,PalMod1_0_1,depth_merged,set()
Rv7nrXxI3sI,GeoB1711_4.lpd,PalMod1_0_1,age,set()
RO24xUauWFH,GeoB1711_4.lpd,PalMod1_0_1,benthic.d18O,set()
RMO9bNF6TUX,GeoB1711_4.lpd,PalMod1_0_1,age,set()
R4IHAB3y5Dg,GeoB1711_4.lpd,PalMod1_0_1,TOC,set()
RSIXm4AKO5B,GeoB1711_4.lpd,PalMod1_0_1,C37.concentration,set()
Rf9FUqbVcWm,GeoB1711_4.lpd,PalMod1_0_1,C37.concentration,set()
R3sr1pbC1q2,GeoB1711_4.lpd,PalMod1_0_1,UK37,set()
R8PHwuua7Oe,GeoB1711_4.lpd,PalMod1_0_1,surface.temp,set()
