dataset name,compilation name,archiveType,predicted archiveType,TSid,variableType,variableName,predicted Inf Var Type,remainder(variableName),inferred Var Type,final Inf Var Type,inf Var from,units,interpretation/variable,interpretation/variableDetail
Atocas.Gauthier.1981.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L1r9snju2P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Atocas.Gauthier.1981.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lr58abc8kP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Atocas.Gauthier.1981.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L68fmqq0lP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Atocas.Gauthier.1981.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L8ciiy861P,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
Austerkjosen.Seppa.2009.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYT4IT5BLL4,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Austerkjosen.Seppa.2009.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTHZNFZ481,NA,age,Age,NA,NA,Age,2,BP,NA,NA
Austerkjosen.Seppa.2009.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTLCCXN62R,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
AwengCo.Li.2017.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB71971cbe,NA,sampleID,NA,NA,NA,sampleID,3,unitless,NA,NA
AwengCo.Li.2017.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB783c05c5,measured,depth,NA,NA,NA,depth,3,cm,NA,NA
AwengCo.Li.2017.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBb24fbf08,inferred,age,Age,NA,NA,Age,2,BP,NA,NA
AwengCo.Li.2017.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB7e132cbf,inferred,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
AwengCo.Li.2017.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB2a9c6342,inferred,tempErrorPlus,NA,NA,NA,tempErrorPlus,3,degC,T,NA
AwengCo.Li.2017.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBbb0bfff9,inferred,uncertainty.temperature,NA,NA,NA,uncertainty.temperature,3,degC,NA,NA
B997_321.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_321_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
B997_321.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_321_age_median,NA,age,Age,NA,NA,Age,2,cal years BP,NA,NA
B997_321.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_321_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
B997_321.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_321_d18o_pachyderma,NA,d18o_pachyderma,NA,NA,NA,d18o_pachyderma,3,permil,NA,NA
B997_321.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_321_d18o_pachyderma_SST_from_d18o_pachyderma,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
B997_321.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_321_age_medianMedianBacon,NA,ageMedianBacon,NA,NA,NA,ageMedianBacon,3,cal years BP,NA,NA
B997_324.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_324_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
B997_324.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_324_age_median,NA,age,Age,NA,NA,Age,2,cal years BP,NA,NA
B997_324.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_324_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
B997_324.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_324_d18o_pachyderma,NA,d18o_pachyderma,NA,NA,NA,d18o_pachyderma,3,permil,NA,NA
B997_324.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_324_d18o_pachyderma_SST_from_d18o_pachyderma,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
B997_324.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_324_age_medianMedianBacon,NA,ageMedianBacon,NA,NA,NA,ageMedianBacon,3,cal years BP,NA,NA
B997_327.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_327_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
B997_327.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_327_age_median,NA,age,Age,NA,NA,Age,2,cal years BP,NA,NA
B997_327.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_327_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
B997_327.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_327_d18o_pachyderma,NA,d18o_pachyderma,NA,NA,NA,d18o_pachyderma,3,permil,NA,NA
B997_327.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_327_d18o_pachyderma_SST_from_d18o_pachyderma,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
B997_327.Castaneda.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_B997_327_age_medianMedianBacon,NA,ageMedianBacon,NA,NA,NA,ageMedianBacon,3,cal years BP,NA,NA
BaiedeSeineestuary.Garnaud.2003.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,RMnsQI0COd0,NA,age,Age,NA,NA,Age,2,BP,NA,NA
BaiedeSeineestuary.Garnaud.2003.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,RJfXNQ745fl,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
BaiedeSeineestuary.Garnaud.2003.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,RsaErN699U5,NA,GDD5,NA,NA,NA,GDD5,3,GDD5,GDD,air@surface
BaiedeSeineestuary.Garnaud.2003.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,R5udN7jdMr6,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BaiedeSeineestuary.Garnaud.2003.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,Reuxqn1aPrN,NA,temperatureComposite,NA,NA,NA,temperatureComposite,3,degC,T,air@surface
BaiedeSeineestuary.Garnaud.2003.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,Rxc7EY1fcRg,NA,precipitation,NA,NA,NA,precipitation,3,mm,M,precip@surface
BaiedeSeineestuary.Garnaud.2003.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,RBT6awPb1VO,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BanksIsland-12.Gajewski.2000.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lrx6ke8czP,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
BanksIsland-12.Gajewski.2000.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lx1vtz5ugP,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
BanksIsland-12.Gajewski.2000.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L4ptir6l2P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BanksIsland-12.Gajewski.2000.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L4bz5nk5qP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BanksIsland-12.Gajewski.2000.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lzkp2ld6fP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BanksIsland-12.Gajewski.2000.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lwn7t7fxjP,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
BanksIsland-15.Gajewski.2000.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lbog09zg6P,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
BanksIsland-15.Gajewski.2000.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L4m52ddxoP,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
BanksIsland-15.Gajewski.2000.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lfdow59cgP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BanksIsland-15.Gajewski.2000.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2LnpuqcuqlP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BanksIsland-15.Gajewski.2000.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lqd7jeqa8P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BanksIsland-15.Gajewski.2000.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L33ant6mjP,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
BasadelaMoraLake.Tarrats.2018.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,R6SDdYwArUk,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
BasadelaMoraLake.Tarrats.2018.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RGYVe4GIevz,NA,age,Age,NA,NA,Age,2,BP,NA,NA
BasadelaMoraLake.Tarrats.2018.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RXVKcelUtDs,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BasadelaMoraLake.Tarrats.2018.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RdRzSOZ4xdw,NA,uncertainty,NA,NA,NA,uncertainty,3,NA,NA,NA
BasadelaMoraLake.Tarrats.2018.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,R3WYn5eLet0,NA,uncertainty,NA,NA,NA,uncertainty,3,NA,NA,NA
BasadelaMoraLake.Tarrats.2018.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RPmaTrZnWC9,NA,reliable,NA,NA,NA,reliable,3,NA,NA,NA
BasadelaMoraLake.Tarrats.2018.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RBwzKRiF2rZ,NA,nonReliabletemperature,NA,NA,NA,nonReliabletemperature,3,degC,T,NA
Basse-Ville.Voeltzel.1987.lpd,Temp12k1_0_1,Peat,Peat,REysfmto7VH,NA,age,Age,NA,NA,Age,2,BP,NA,NA
Basse-Ville.Voeltzel.1987.lpd,Temp12k1_0_1,Peat,Peat,RS4dkCaevAT,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Basse-Ville.Voeltzel.1987.lpd,Temp12k1_0_1,Peat,Peat,RyaQFMEsm7Y,NA,GDD5,NA,NA,NA,GDD5,3,GDD5,GDD,air@surface
Basse-Ville.Voeltzel.1987.lpd,Temp12k1_0_1,Peat,Peat,Rn3tXflt36j,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Basse-Ville.Voeltzel.1987.lpd,Temp12k1_0_1,Peat,Peat,R4JjJRueZkB,NA,temperatureComposite,NA,NA,NA,temperatureComposite,3,degC,T,air@surface
Basse-Ville.Voeltzel.1987.lpd,Temp12k1_0_1,Peat,Peat,Rttpnv7KP92,NA,precipitation,NA,NA,NA,precipitation,3,mm,M,precip@surface
Basse-Ville.Voeltzel.1987.lpd,Temp12k1_0_1,Peat,Peat,Rymm6Ej0KFs,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Bastien.Bennett.1987.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2LcrktakjlP,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Bastien.Bennett.1987.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Ll5iri891P,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
Bastien.Bennett.1987.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lsnw4qd7nP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Bastien.Bennett.1987.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lsvhe5uwvP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Bastien.Bennett.1987.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lqrusrc3gP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Bastien.Bennett.1987.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lybprg279P,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
BattleGround.Whitlock.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L5ts8o8anP,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
BattleGround.Whitlock.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L2zn9xpz0P,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
BattleGround.Whitlock.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lxyvz743zP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BattleGround.Whitlock.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lnb4vidkmP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BattleGround.Whitlock.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lx72gur5lP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BattleGround.Whitlock.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Llyjrd1pfP,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
BC01Lake.Peros.2010.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTG7FI0K7Z,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
BC01Lake.Peros.2010.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTT7TVFP4K,NA,age,Age,NA,NA,Age,2,BP,NA,NA
BC01Lake.Peros.2010.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTHHDDGRIK,NA,OM,NA,NA,NA,OM,3,percent,NA,NA
BC01Lake.Peros.2010.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYT1C23IDQ4,NA,MS,NA,NA,NA,MS,3,cgs,NA,NA
Beaverhouse.Ritchie.1976.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Llfagcc54P,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Beaverhouse.Ritchie.1976.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lhh3f6zy9P,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
Beaverhouse.Ritchie.1976.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lwubsanj1P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Beaverhouse.Ritchie.1976.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2La6zq11jjP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Beaverhouse.Ritchie.1976.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L6n22fvlcP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Beaverhouse.Ritchie.1976.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lwsz4k05uP,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
BebrukasLake.Shulija.1967.lpd,Temp12k1_0_1,Peat,Peat,RhNjhDThH5B,NA,age,Age,NA,NA,Age,2,BP,NA,NA
BebrukasLake.Shulija.1967.lpd,Temp12k1_0_1,Peat,Peat,RaIXaNRDC9f,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
BebrukasLake.Shulija.1967.lpd,Temp12k1_0_1,Peat,Peat,RvDEjX72NT9,NA,GDD5,NA,NA,NA,GDD5,3,GDD5,GDD,air@surface
BebrukasLake.Shulija.1967.lpd,Temp12k1_0_1,Peat,Peat,RDAH5bLqI0Y,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BebrukasLake.Shulija.1967.lpd,Temp12k1_0_1,Peat,Peat,RsHcCZf3F0Z,NA,temperatureComposite,NA,NA,NA,temperatureComposite,3,degC,T,air@surface
BebrukasLake.Shulija.1967.lpd,Temp12k1_0_1,Peat,Peat,R3JbRXiEdQX,NA,precipitation,NA,NA,NA,precipitation,3,mm,M,precip@surface
BebrukasLake.Shulija.1967.lpd,Temp12k1_0_1,Peat,Peat,RqxisXGgu0E,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BeefPasture.Petersen.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lpv1cfwhrP,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
BeefPasture.Petersen.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lf7f4rkjiP,NA,age,Age,NA,NA,Age,2,yr 14C yr BP,NA,NA
BeefPasture.Petersen.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Loyk9yzdgP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BeefPasture.Petersen.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lrb7axgd8P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BeefPasture.Petersen.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lgb6c2jm2P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BeefPasture.Petersen.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Ljtr1o5yoP,NA,hydroclimate,NA,NA,NA,hydroclimate,3,mm,P,@surface
BellsLake.Szeicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTV4BJ9J7Z,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
BellsLake.Szeicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYT6COMIT2X,NA,age,Age,NA,NA,Age,2,BP,NA,NA
BellsLake.Szeicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTV4OH8PKH,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BellsLake.Szeicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTVNS0ID3T,NA,hydroclimate,NA,NA,NA,hydroclimate,3,mm,P,@surface
Berkut.Ilyashuk.2005.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RaoruybA4ch,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Berkut.Ilyashuk.2005.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RcSiKh7YZiw,NA,age,Age,NA,NA,Age,2,BP,NA,NA
Berkut.Ilyashuk.2005.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RmGezmouka1,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Berkut.Ilyashuk.2005.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RWiOFATnGVh,NA,uncertainty,NA,NA,NA,uncertainty,3,NA,NA,NA
Berkut.Ilyashuk.2005.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,Rk1dkPYDPPO,NA,uncertainty,NA,NA,NA,uncertainty,3,NA,NA,NA
Berkut.Ilyashuk.2005.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,ReRO8ohJ0wu,NA,reliable,NA,NA,NA,reliable,3,NA,NA,NA
Berry.Whitehead.1979.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2LpbgrrjtwP,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Berry.Whitehead.1979.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lwqb1vjlqP,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
Berry.Whitehead.1979.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Ln0s9p104P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Berry.Whitehead.1979.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L6hk7di03P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Berry.Whitehead.1979.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lsemj4z4fP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Berry.Whitehead.1979.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lvqkxb3lsP,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
BI2Lake.Gajewski.1992.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lcomz5y8vP,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
BI2Lake.Gajewski.1992.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lbyq9f697P,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
BI2Lake.Gajewski.1992.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L8ta6nvc9P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BI2Lake.Gajewski.1992.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Ll9trg0t0P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BI2Lake.Gajewski.1992.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2La2ua5w4kP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BI2Lake.Gajewski.1992.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lvt4uk4l6P,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
BiglandTarn.Barber.2013.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RUscJBO1TLU,NA,age,Age,NA,NA,Age,2,Calibrated,NA,NA
BiglandTarn.Barber.2013.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RtcHGLf9lJV,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BiglandTarn.Barber.2013.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RjOdH1MOUQD,NA,reliable,NA,NA,NA,reliable,3,unitless,T,NA
Billys.Jacobson.1975.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lal79t5sqP,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Billys.Jacobson.1975.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lu86k8bo4P,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
Billys.Jacobson.1975.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lsn8ueflfP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Billys.Jacobson.1975.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lmj0qhtsrP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Billys.Jacobson.1975.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lqditl4qyP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Billys.Jacobson.1975.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L8i4guqk4P,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
BiskupinskieLake.Noryskiewicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RY4VXvwheEE,NA,age,Age,NA,NA,Age,2,BP,NA,NA
BiskupinskieLake.Noryskiewicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RfXZHHYrklN,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
BiskupinskieLake.Noryskiewicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RCAtswPHMSw,NA,GDD5,NA,NA,NA,GDD5,3,GDD5,GDD,air@surface
BiskupinskieLake.Noryskiewicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RoO1DPJKvcS,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BiskupinskieLake.Noryskiewicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,R7DxiAHp0lf,NA,temperatureComposite,NA,NA,NA,temperatureComposite,3,degC,T,air@surface
BiskupinskieLake.Noryskiewicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RQ1Xw14yrkR,NA,precipitation,NA,NA,NA,precipitation,3,mm,M,precip@surface
BiskupinskieLake.Noryskiewicz.1995.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RRKxz11hFqw,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
BJ8_03_10GGC.Linsley.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_BJ8_03_10GGC_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
BJ8_03_10GGC.Linsley.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_BJ8_03_10GGC_age_median,NA,age,Age,NA,NA,Age,2,cal years BP,NA,NA
BJ8_03_10GGC.Linsley.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_BJ8_03_10GGC_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
BJ8_03_10GGC.Linsley.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_BJ8_03_10GGC_d18o_ruber,NA,d18o_ruber,NA,NA,NA,d18o_ruber,3,permil,NA,NA
BJ8_03_10GGC.Linsley.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_BJ8_03_10GGC_d18o_ruber_SST_from_d18o_ruber,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
BJ8_03_10GGC.Linsley.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_BJ8_03_10GGC_age_medianMedianBacon,NA,ageMedianBacon,NA,NA,NA,ageMedianBacon,3,cal years BP,NA,NA
BJ8_03_13GGC.Linsley.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_BJ8_03_13GGC_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
BJ8_03_13GGC.Linsley.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_BJ8_03_13GGC_age_median,NA,age,Age,NA,NA,Age,2,cal years BP,NA,NA
BJ8_03_13GGC.Linsley.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_BJ8_03_13GGC_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
BJ8_03_13GGC.Linsley.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_BJ8_03_13GGC_d18o_ruber,NA,d18o_ruber,NA,NA,NA,d18o_ruber,3,permil,NA,NA
BJ8_03_13GGC.Linsley.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_BJ8_03_13GGC_mgca_ruber,NA,mgca_ruber,NA,NA,NA,mgca_ruber,3,mmol/mol,NA,NA
BJ8_03_13GGC.Linsley.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_BJ8_03_13GGC_mgca_ruber_SST_from_mgca_ruber,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
